"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"2399","red","red","green","green","red","green","green","red","red","red"
"2400","red","red","red","green","green","green","green","green","green","green"
"2401","green","red","green","green","red","red","red","green","green","green"
"2402","green","green","green","green","green","green","green","green","green","red"
"2403","red","red","green","green","green","green","green","green","green","red"
"2404","red","red","red","red","red","green","red","red","red","red"
"2405","green","green","red","green","green","red","red","red","green","green"
"2406","green","green","red","green","red","green","green","red","red","green"
"2407","red","green","green","green","red","green","green","green","green","red"
"2408","green","green","green","red","green","green","green","green","red","green"
"2409","green","green","red","green","red","red","green","red","green","red"
"2410","green","green","red","red","green","red","red","red","green","red"
"2411","red","red","green","green","green","red","red","green","red","red"
"2412","green","green","green","green","green","green","green","green","green","green"
"2413","red","red","green","red","red","red","red","red","green","red"
"2414","green","green","green","green","red","green","green","green","green","green"
"2415","green","green","green","green","green","green","green","green","green","green"
"2416","red","red","red","green","green","red","green","red","red","green"
"2417","green","green","red","red","green","green","green","red","red","green"
"2418","green","green","red","red","green","green","green","red","green","red"
"2419","green","green","red","green","red","red","green","red","red","red"
"2420","red","red","green","red","red","green","green","green","green","green"
"2421","green","green","green","green","green","green","green","green","green","red"
"2422","green","green","green","green","red","green","green","red","red","green"
"2423","red","green","green","red","red","green","green","red","green","red"
"2424","green","green","green","green","green","green","green","green","red","red"
"2425","red","red","red","green","green","green","green","green","red","green"
"2426","red","red","red","red","green","green","green","green","green","green"
"2427","green","green","red","red","green","red","green","green","red","red"
"2428","green","green","green","green","red","red","red","green","red","red"
"2429","red","green","green","green","green","green","green","green","red","red"
"2430","red","red","green","green","red","red","red","red","green","green"
"2431","green","green","red","green","red","red","green","red","red","green"
"2432","red","green","green","green","red","red","red","green","red","red"
"2433","red","red","red","red","red","red","green","red","red","red"
"2434","green","green","green","red","green","green","green","green","green","green"
"2435","green","red","green","red","red","green","green","red","red","red"
"2436","green","green","green","green","green","green","green","green","green","green"
"2437","green","green","red","green","green","green","green","green","green","red"
"2438","green","green","green","red","green","green","green","green","red","green"
"2439","green","green","red","green","green","green","red","red","green","red"
"2440","red","green","green","red","red","red","red","green","green","green"
"2441","green","red","red","red","red","red","red","green","red","red"
"2442","green","green","green","red","red","green","red","red","red","red"
"2443","green","green","green","red","red","green","green","red","red","red"
"2444","red","red","red","green","red","red","green","green","red","green"
"2445","red","red","red","red","green","red","red","green","green","green"
"2446","green","red","green","red","green","green","green","green","red","green"
"2447","red","red","red","green","red","red","red","red","green","green"
"2448","red","red","red","green","green","green","green","red","red","green"
"2449","green","red","green","green","green","red","red","red","red","red"
"2450","green","red","red","green","red","red","red","green","green","green"
"2451","green","green","green","red","red","red","green","green","green","red"
"2452","green","green","green","red","red","red","red","green","green","green"
"2453","green","green","red","green","red","red","red","green","green","red"
"2454","red","red","green","green","green","green","green","green","red","green"
"2455","green","red","red","red","red","red","red","red","red","red"
"2456","green","green","red","green","red","green","red","green","green","red"
"2457","green","green","red","green","green","green","green","green","green","red"
"2458","red","red","red","green","red","green","green","red","red","green"
"2459","red","red","red","green","green","green","red","red","red","green"
"2460","red","red","green","red","red","red","red","red","red","red"
"2461","green","green","red","green","red","green","red","red","red","red"
"2462","red","red","green","red","red","red","red","red","red","green"
"2463","green","green","red","red","green","green","green","green","red","green"
"2464","green","green","red","green","green","green","green","red","red","green"
"2465","green","green","green","red","red","red","red","red","red","green"
"2466","green","red","red","red","green","green","green","red","red","red"
"2467","green","green","green","red","green","red","red","red","red","green"
"2468","green","green","red","red","green","red","red","green","red","red"
"2469","red","red","red","red","red","green","green","red","green","green"
"2470","red","green","green","green","green","green","green","green","green","red"
"2471","green","green","green","red","red","red","green","green","green","green"
"2472","red","green","green","green","green","green","green","red","red","red"
"2473","green","green","green","red","green","green","red","green","green","green"
"2474","red","green","green","green","green","green","green","green","green","red"
"2475","red","red","red","red","red","green","green","red","red","red"
"2476","red","green","green","green","red","red","red","red","green","red"
"2477","green","green","red","green","green","green","green","green","green","red"
"2478","green","red","green","red","red","red","red","red","red","green"
"2479","red","green","green","red","green","red","green","red","green","red"
"2480","red","green","green","red","green","red","red","red","green","red"
"2481","red","red","green","green","green","red","green","red","green","green"
"2482","green","green","red","green","green","green","red","green","red","green"
"2483","green","green","red","green","red","green","green","green","green","red"
"2484","red","green","green","red","red","red","green","red","red","red"
"2485","red","green","red","green","red","red","red","green","green","green"
"2486","green","green","red","red","red","red","red","red","green","green"
"2487","red","red","red","green","green","green","green","red","red","green"
"2488","red","red","green","green","green","green","green","red","red","red"
"2489","green","green","green","green","green","green","green","green","red","red"
"2490","red","red","green","green","green","green","green","red","red","green"
"2491","red","red","green","red","green","green","green","green","green","green"
"2492","red","red","green","green","red","green","green","green","green","green"
"2493","green","red","red","green","green","green","green","red","green","green"
"2494","green","green","red","green","green","red","red","green","red","green"
"2495","red","red","green","green","green","red","red","red","green","red"
"2496","green","green","red","red","red","red","red","green","green","green"
"2497","green","red","red","red","red","green","green","green","green","green"
"2498","green","green","green","green","green","green","green","green","green","red"
"2499","green","green","red","red","green","green","green","green","green","red"
"2500","green","green","green","green","red","red","red","red","green","red"
"2501","green","green","green","green","green","green","green","green","green","green"
"2502","red","green","red","red","red","green","red","green","green","green"
"2503","red","red","red","green","green","green","green","green","green","red"
"2504","green","red","green","green","red","red","green","green","green","red"
"2505","green","green","green","green","red","red","red","green","green","red"
"2506","red","red","green","green","red","green","green","red","red","green"
"2507","green","green","green","green","green","red","red","green","red","red"
"2508","green","green","red","red","red","red","red","red","red","red"
"2509","red","green","green","green","green","green","green","green","green","red"
"2510","green","red","red","red","red","red","red","green","red","green"
"2511","red","red","red","green","green","red","red","red","red","green"
"2512","green","green","red","green","green","green","green","red","red","red"
"2513","red","red","red","green","green","green","green","green","green","green"
"2514","red","green","red","green","green","green","green","red","red","green"
"2515","green","green","green","green","green","green","green","red","red","red"
"2516","red","green","green","red","green","green","green","red","red","green"
"2517","red","red","red","red","red","red","red","red","green","red"
"2518","red","red","red","red","green","green","green","red","red","green"
"2519","red","red","red","green","red","green","green","red","red","red"
"2520","green","green","green","green","green","green","green","green","green","green"
"2521","green","green","red","green","green","green","green","green","red","green"
"2522","red","red","green","red","green","green","green","green","red","green"
"2523","green","green","red","red","red","red","green","red","green","green"
"2524","red","red","green","red","red","red","red","green","red","green"
"2525","green","green","red","red","red","red","green","green","green","green"
"2526","red","red","green","red","green","green","green","red","red","green"
"2527","green","red","green","green","green","green","green","green","green","red"
"2528","red","red","red","green","red","green","green","red","red","green"
"2529","green","green","green","red","green","red","green","red","green","red"
"2530","red","green","green","green","green","red","green","green","green","red"
"2531","green","red","red","green","red","green","green","green","green","red"
"2532","green","green","green","green","red","green","green","red","red","green"
"2533","green","green","red","green","green","green","green","red","red","green"
"2534","red","red","green","red","red","green","red","red","green","green"
"2535","green","green","green","green","green","green","green","red","green","red"
"2536","red","red","red","green","green","green","green","red","green","green"
"2537","green","green","green","red","green","green","green","red","red","red"
"2538","red","red","green","red","green","green","green","green","green","red"
"2539","green","green","green","green","green","green","green","green","red","green"
"2540","green","green","red","red","red","red","red","green","red","red"
"2541","red","red","red","red","green","green","green","red","red","red"
"2542","red","green","green","green","red","red","red","red","red","red"
"2543","green","green","red","red","red","red","red","green","red","red"
"2544","red","red","red","red","green","green","green","red","red","red"
"2545","green","green","green","red","green","green","green","green","green","green"
"2546","red","red","green","green","red","green","green","green","green","red"
"2547","red","red","green","green","red","green","green","red","red","green"
"2548","green","green","green","green","green","green","green","green","green","red"
"2549","green","red","red","red","red","red","green","green","green","red"
"2550","red","red","red","green","red","green","green","green","green","red"
"2551","green","green","green","red","green","green","green","green","green","red"
"2552","red","green","red","red","green","red","green","green","red","red"
"2553","red","red","green","green","green","red","red","red","red","red"
"2554","red","red","green","red","green","green","green","green","red","red"
"2555","green","red","green","green","red","green","green","green","red","green"
"2556","green","green","green","green","green","green","green","green","green","green"
"2557","red","red","green","red","red","red","green","green","green","red"
"2558","green","green","green","red","green","red","red","green","green","green"
"2559","red","red","green","green","green","green","green","green","green","green"
"2560","red","green","red","red","green","green","green","green","green","red"
"2561","green","green","red","red","green","green","green","red","green","red"
"2562","red","green","green","red","red","red","red","red","red","green"
"2563","red","green","green","red","red","green","green","red","green","green"
"2564","red","green","red","red","red","green","green","red","green","green"
"2565","green","green","red","green","red","green","red","green","green","green"
"2566","red","green","green","green","red","green","green","red","red","green"
"2567","green","green","green","red","green","red","red","green","green","red"
"2568","red","red","red","green","red","red","red","green","green","red"
"2569","red","green","red","green","green","green","red","red","red","red"
"2570","red","red","green","green","green","green","green","red","red","green"
"2571","green","green","green","green","green","green","green","green","green","green"
"2572","red","green","green","green","red","green","green","green","green","green"
"2573","green","red","red","green","green","green","green","green","green","red"
"2574","red","green","red","green","red","red","red","green","red","green"
"2575","red","red","green","green","red","red","red","green","green","red"
"2576","green","red","green","red","red","red","red","red","red","green"
"2577","red","red","red","red","red","red","red","green","green","red"
"2578","green","red","green","green","red","red","red","red","red","green"
"2579","red","red","green","green","green","green","green","green","green","red"
"2580","red","green","red","green","green","green","green","green","green","red"
"2581","red","red","green","green","red","red","red","red","green","green"
"2582","red","green","red","green","green","red","green","green","green","red"
"2583","red","red","green","green","red","green","green","red","green","green"
"2584","green","green","red","red","red","red","green","green","green","red"
"2585","red","green","red","green","red","red","red","red","red","red"
"2586","red","red","red","red","green","red","red","green","green","green"
"2587","green","red","red","green","green","green","green","green","red","green"
"2588","red","red","red","red","red","red","red","green","red","red"
"2589","green","red","red","green","green","green","green","green","green","red"
"2590","red","green","green","red","red","red","green","red","red","red"
"2591","red","red","red","red","green","red","red","red","red","green"
"2592","green","red","green","red","red","green","red","green","red","red"
"2593","green","green","red","green","green","red","red","green","green","red"
"2594","green","green","green","red","green","green","green","green","green","green"
"2595","red","red","green","green","red","red","red","green","red","green"
"2596","green","red","green","red","green","green","green","red","red","green"
"2597","green","green","green","green","green","green","green","green","green","green"
"2598","green","green","green","green","red","red","green","green","red","red"
"2599","green","red","red","red","green","green","green","green","green","green"
"2600","red","green","green","green","red","green","red","green","red","red"
"2601","red","red","green","red","green","green","green","red","red","green"
"2602","red","green","red","green","green","red","red","red","red","red"
"2603","red","green","green","green","red","green","red","green","green","red"
"2604","green","green","green","green","red","green","green","red","green","red"
"2605","red","green","green","red","green","green","green","green","green","red"
"2606","red","red","red","green","red","green","green","red","red","red"
"2607","green","green","red","green","red","red","red","green","red","red"
"2608","red","red","red","red","red","green","green","red","red","green"
"2609","green","red","green","green","green","green","green","green","green","red"
"2610","green","green","red","red","red","red","red","red","red","green"
"2611","green","red","red","green","green","green","green","red","red","green"
"2612","green","red","red","green","red","red","red","red","red","green"
"2613","red","red","red","red","red","red","red","red","red","red"
"2614","green","green","green","green","green","green","green","green","green","red"
"2615","green","green","green","red","green","green","green","red","red","red"
"2616","red","red","red","green","green","green","green","green","green","green"
"2617","green","green","red","red","red","red","red","green","red","red"
"2618","green","red","red","green","red","red","green","green","red","red"
"2619","green","green","green","red","red","red","red","red","red","green"
"2620","green","red","red","red","red","red","red","red","green","green"
"2621","green","green","red","green","red","red","green","red","green","green"
"2622","green","red","green","red","red","red","red","green","green","red"
"2623","green","green","green","red","green","red","red","red","red","green"
"2624","red","red","green","red","red","green","green","red","green","green"
"2625","green","red","red","green","green","green","green","green","green","green"
"2626","green","green","green","green","green","green","green","green","green","red"
"2627","green","red","red","green","green","green","green","green","green","green"
"2628","green","green","green","red","red","red","red","green","red","green"
"2629","green","green","red","green","green","red","red","green","red","red"
"2630","red","red","red","green","green","green","green","green","red","green"
"2631","red","red","green","green","red","green","green","green","green","red"
"2632","green","green","green","green","red","red","red","red","red","green"
"2633","red","green","green","green","green","green","green","green","green","green"
"2634","red","red","green","red","red","green","green","red","green","red"
"2635","green","green","green","green","green","green","green","green","green","red"
"2636","red","green","red","red","green","green","green","green","red","red"
"2637","green","green","red","green","green","green","green","green","green","green"
"2638","green","red","green","red","green","green","green","green","green","red"
"2639","green","green","green","red","red","red","red","red","green","red"
"2640","green","green","red","red","green","red","green","green","red","green"
"2641","green","green","red","green","red","red","red","red","green","green"
"2642","green","green","green","red","red","green","red","red","red","red"
"2643","red","green","green","green","green","green","green","green","red","green"
"2644","green","green","green","red","green","green","green","red","green","green"
"2645","red","red","green","green","green","green","green","green","red","green"
"2646","green","red","green","green","green","green","green","green","green","red"
"2647","red","red","green","red","red","red","green","red","green","red"
"2648","green","green","green","green","green","green","green","green","green","red"
"2649","red","green","red","green","green","red","red","red","red","green"
"2650","red","green","green","green","green","red","red","red","red","green"
"2651","green","red","green","red","green","green","green","green","green","red"
"2652","green","red","red","green","green","red","red","red","red","green"
"2653","green","green","green","red","green","red","green","green","green","green"
"2654","green","red","green","red","red","red","red","green","red","red"
"2655","green","red","green","green","red","red","red","red","green","red"
"2656","red","red","green","red","green","green","green","red","green","green"
"2657","red","red","green","green","green","green","green","green","green","red"
"2658","red","red","red","green","red","green","red","red","red","red"
"2659","red","red","green","red","red","red","red","green","green","red"
"2660","red","red","green","green","red","red","red","green","green","red"
"2661","green","red","red","red","green","green","red","red","green","green"
"2662","green","red","green","green","green","green","green","green","green","green"
"2663","green","green","green","green","red","green","red","red","red","red"
"2664","green","green","green","red","green","green","green","green","green","green"
"2665","green","red","red","green","red","red","red","red","red","green"
"2666","green","red","red","red","green","green","green","green","green","green"
"2667","green","green","red","green","green","red","red","green","red","green"
"2668","green","green","green","green","green","green","green","green","green","red"
"2669","red","red","red","green","red","red","red","green","green","green"
"2670","green","red","red","red","red","green","green","green","green","green"
"2671","red","green","green","green","red","red","red","red","green","red"
"2672","green","green","green","green","red","green","green","green","green","red"
"2673","green","green","green","red","red","red","red","green","green","red"
"2674","green","red","green","green","red","red","red","green","red","red"
"2675","red","red","red","green","green","red","red","red","green","red"
"2676","green","green","green","green","red","green","green","green","green","green"
"2677","green","green","green","green","green","green","green","green","green","green"
"2678","green","green","green","green","green","green","green","red","red","green"
"2679","green","red","red","green","green","green","green","green","green","red"
"2680","green","green","red","green","green","green","green","green","red","green"
"2681","red","red","red","green","green","green","green","green","green","green"
"2682","red","red","red","red","red","red","red","red","red","green"
"2683","green","red","green","green","red","red","red","green","red","green"
"2684","green","green","red","red","red","red","red","red","green","green"
"2685","green","green","green","green","green","green","green","green","green","green"
"2686","green","green","green","green","red","green","green","red","red","green"
"2687","green","red","red","red","green","green","green","red","red","green"
"2688","green","red","green","red","red","green","green","green","green","green"
"2689","green","green","red","green","green","green","red","red","red","green"
"2690","red","green","green","red","green","red","red","green","red","red"
"2691","red","red","green","red","green","green","green","red","green","green"
"2692","red","red","red","red","red","green","green","green","red","green"
"2693","green","green","green","green","green","green","green","green","green","green"
"2694","red","red","red","green","red","red","green","red","green","green"
"2695","green","green","red","red","green","green","green","green","red","green"
"2696","green","green","green","green","green","green","green","green","green","red"
"2697","green","red","green","green","green","red","red","red","red","green"
"2698","red","red","red","green","green","red","green","red","red","green"
"2699","red","green","green","red","red","green","green","green","green","green"
"2700","green","green","green","red","red","red","red","green","green","red"
"2701","red","red","red","green","green","red","red","red","green","green"
"2702","green","green","green","red","green","green","green","green","green","green"
"2703","red","green","green","red","red","green","green","green","red","red"
"2704","red","red","red","red","red","red","red","red","green","red"
"2705","red","green","red","green","green","green","green","green","green","green"
"2706","red","red","green","green","green","green","green","green","green","red"
"2707","green","green","red","red","red","red","red","green","red","green"
"2708","red","green","green","red","green","green","green","green","red","red"
"2709","red","red","red","green","red","green","green","green","green","green"
"2710","green","green","green","red","green","green","green","red","green","red"
"2711","green","green","green","red","red","red","green","green","red","green"
"2712","green","green","green","green","red","red","red","green","red","red"
"2713","red","green","red","red","green","green","green","red","green","red"
"2714","green","green","red","green","green","green","green","green","green","red"
"2715","green","green","green","green","red","red","green","red","red","green"
"2716","red","green","green","red","red","red","red","green","green","green"
"2717","red","green","green","red","red","red","red","green","red","green"
"2718","red","green","red","red","red","red","red","green","red","green"
"2719","green","green","red","red","green","green","green","green","green","green"
"2720","green","green","green","green","green","green","green","green","green","green"
"2721","red","red","green","green","red","green","red","red","red","green"
"2722","green","green","green","green","green","red","red","green","green","green"
"2723","green","green","green","green","green","green","green","green","green","red"
"2724","green","green","red","green","red","red","red","red","green","green"
"2725","green","green","green","red","red","red","red","green","green","red"
"2726","red","red","red","green","red","red","red","green","red","green"
"2727","red","green","red","green","red","red","red","red","green","green"
"2728","green","green","green","green","green","green","green","green","green","green"
"2729","red","red","red","red","red","red","green","red","red","red"
"2730","green","green","red","red","red","red","red","red","green","green"
"2731","green","green","green","red","red","green","red","red","red","red"
"2732","red","red","green","green","red","green","green","red","green","green"
"2733","green","green","green","green","green","green","green","green","green","red"
"2734","green","red","green","green","green","green","green","green","green","green"
"2735","green","green","red","green","red","green","red","green","green","red"
"2736","green","red","red","green","green","green","green","red","red","red"
"2737","red","red","green","red","red","red","red","green","red","red"
"2738","green","green","green","green","green","red","red","red","red","red"
"2739","green","green","red","red","red","green","green","green","red","green"
"2740","red","red","green","green","green","green","green","green","green","red"
"2741","green","red","green","red","red","red","red","red","red","red"
"2742","red","green","red","red","green","red","red","green","green","red"
"2743","red","green","red","red","green","green","green","red","green","red"
"2744","red","green","green","green","green","green","red","green","green","green"
"2745","green","green","red","green","green","green","green","green","green","red"
"2746","green","red","green","green","green","green","green","green","green","red"
"2747","red","red","red","red","green","green","green","red","red","red"
"2748","red","red","green","red","red","red","red","red","red","green"
"2749","red","red","green","green","green","red","red","red","red","green"
"2750","red","red","red","red","green","green","green","red","green","green"
"2751","red","red","red","red","red","red","red","red","green","green"
"2752","red","green","green","red","green","green","green","green","green","red"
"2753","green","green","red","red","red","red","red","red","red","red"
"2754","red","red","green","red","green","red","red","green","red","red"
"2755","green","green","green","green","red","red","red","red","red","green"
"2756","green","green","green","red","green","red","green","red","red","red"
"2757","red","red","red","green","red","red","red","green","green","green"
"2758","red","green","red","green","green","green","green","green","green","red"
"2759","green","green","green","green","red","green","green","green","green","red"
"2760","green","green","red","red","red","green","red","red","red","green"
"2761","green","red","red","red","green","red","green","green","green","red"
"2762","red","red","green","red","green","green","green","red","green","green"
"2763","red","red","red","green","red","red","red","red","red","green"
"2764","green","green","green","green","red","red","red","red","red","green"
"2765","green","green","green","green","red","red","red","green","green","green"
"2766","red","green","red","red","green","green","green","red","green","green"
"2767","red","red","green","green","red","red","red","red","red","red"
"2768","green","green","green","red","green","green","green","green","red","green"
"2769","green","green","green","green","red","green","green","red","green","green"
"2770","red","red","red","red","red","red","red","green","red","red"
"2771","red","green","green","red","red","green","red","red","red","green"
"2772","red","red","red","red","red","green","green","green","red","green"
"2773","green","green","green","red","red","green","green","red","red","green"
"2774","green","green","green","green","green","green","green","green","green","red"
"2775","green","green","red","green","green","green","green","red","green","green"
"2776","red","red","green","green","red","red","red","red","red","red"
"2777","red","red","red","red","green","red","red","green","red","red"
"2778","red","green","green","red","red","green","green","green","red","red"
"2779","red","red","red","green","green","green","red","red","red","red"
"2780","green","green","red","red","green","green","green","red","red","green"
"2781","red","green","green","green","green","green","green","green","green","red"
"2782","green","green","green","red","red","red","red","red","red","red"
"2783","red","red","red","green","green","green","green","green","red","red"
"2784","green","red","green","red","red","green","red","red","red","red"
"2785","green","green","green","green","red","red","red","red","red","red"
"2786","red","red","green","green","red","red","red","green","green","green"
"2787","red","green","green","green","green","green","green","red","red","green"
"2788","green","green","green","green","green","green","green","green","green","red"
"2789","green","green","red","red","red","green","red","red","red","green"
"2790","red","green","red","red","green","green","green","red","green","green"
"2791","green","green","red","green","red","green","green","red","green","green"
"2792","red","green","red","green","red","green","green","green","green","red"
"2793","red","green","red","red","red","red","red","red","red","red"
"2794","green","green","green","red","red","red","red","green","green","red"
"2795","green","green","red","red","red","red","red","red","green","green"
"2796","red","green","red","red","green","red","red","green","green","green"
"2797","green","green","green","red","red","red","red","green","green","green"
"2798","green","red","green","red","green","green","green","red","red","green"
"2799","green","green","red","green","red","red","red","red","green","green"
"2800","green","red","red","green","red","red","red","red","red","green"
"2801","red","red","red","green","green","red","green","red","red","red"
"2802","red","red","green","green","green","green","green","green","green","green"
"2803","green","green","red","green","green","green","green","red","green","green"
"2804","red","green","green","red","green","green","green","green","green","green"
"2805","red","red","green","red","red","red","green","green","green","green"
"2806","red","green","green","green","green","green","green","green","green","green"
"2807","green","green","red","red","red","green","red","green","green","red"
"2808","green","green","green","red","red","red","red","green","green","red"
"2809","green","red","green","green","green","green","green","green","green","green"
"2810","green","green","green","red","green","red","red","green","green","green"
"2811","red","red","green","red","red","green","green","red","red","green"
"2812","green","green","green","red","red","green","red","green","green","green"
"2813","red","red","green","red","red","red","red","red","red","red"
"2814","green","green","red","red","red","green","red","red","red","green"
"2815","green","green","green","green","green","red","red","green","green","red"
"2816","green","green","red","green","green","red","green","green","green","red"
"2817","red","green","red","red","red","red","red","red","red","green"
"2818","green","red","red","red","green","red","red","red","red","green"
"2819","green","green","red","green","green","red","green","red","red","green"
"2820","green","green","red","green","green","green","green","red","red","green"
"2821","green","green","green","green","green","green","red","green","red","green"
"2822","red","red","red","green","green","green","green","green","green","green"
"2823","green","green","red","green","green","green","red","green","green","red"
"2824","green","green","red","red","green","green","green","green","red","green"
"2825","green","red","green","red","green","red","red","red","red","green"
"2826","green","red","red","red","red","red","red","green","green","red"
"2827","green","green","green","red","green","green","green","red","green","red"
"2828","green","red","green","red","red","red","green","green","green","green"
"2829","red","green","red","green","green","red","red","red","green","green"
"2830","red","red","green","green","green","red","green","green","green","red"
"2831","red","green","green","red","green","green","green","red","red","red"
"2832","green","green","green","green","green","red","red","red","red","green"
"2833","green","green","green","green","green","red","green","green","red","green"
"2834","red","red","green","green","red","green","green","green","green","green"
"2835","green","green","green","green","green","green","green","green","red","green"
"2836","green","green","green","green","green","green","green","green","green","green"
"2837","green","green","green","red","red","green","green","red","red","red"
"2838","green","green","green","red","green","green","red","red","green","red"
"2839","green","green","red","red","green","green","red","red","red","red"
"2840","green","red","red","red","red","green","green","red","red","red"
"2841","red","red","red","green","green","green","green","green","green","green"
"2842","red","red","green","red","red","red","red","green","green","green"
"2843","red","red","green","red","green","red","red","green","red","green"
"2844","green","red","red","green","red","red","red","green","red","red"
"2845","red","green","green","red","red","red","green","green","green","green"
"2846","red","red","green","green","green","green","green","red","green","red"
"2847","green","green","green","green","red","green","red","green","green","green"
"2848","green","green","green","red","red","green","red","green","red","red"
"2849","green","green","green","red","green","green","green","green","green","red"
"2850","red","red","green","red","red","green","green","red","green","green"
"2851","red","red","red","green","green","green","green","red","red","red"
"2852","green","green","red","red","red","green","green","red","green","red"
"2853","red","red","red","green","red","red","green","red","green","green"
"2854","green","red","green","red","green","green","green","red","red","green"
"2855","green","red","red","red","green","green","green","red","red","red"
"2856","green","green","green","red","red","red","red","red","green","red"
"2857","red","red","green","green","green","green","green","green","green","green"
"2858","red","red","red","green","green","green","green","green","green","green"
"2859","green","green","red","green","red","red","red","green","red","red"
"2860","red","red","green","green","red","red","green","green","green","green"
"2861","red","red","green","green","red","red","red","red","red","red"
"2862","red","red","green","red","green","green","green","red","red","green"
"2863","red","red","red","green","red","red","red","red","red","green"
"2864","green","green","red","red","red","green","green","red","green","green"
"2865","green","green","red","green","green","green","green","green","red","green"
"2866","red","red","red","red","red","red","red","green","green","green"
"2867","green","green","green","green","green","green","green","green","green","green"
"2868","green","green","red","green","red","red","red","red","red","green"
"2869","green","green","red","green","green","green","green","green","green","green"
"2870","green","red","green","green","green","green","green","green","green","red"
"2871","green","green","green","green","green","green","green","green","green","green"
"2872","green","red","red","green","green","green","green","green","green","green"
"2873","green","red","green","green","red","red","red","red","red","red"
"2874","red","green","red","green","green","green","green","green","green","red"
"2875","red","red","red","green","green","green","green","red","red","green"
"2876","green","green","red","green","red","red","red","red","green","green"
"2877","green","green","green","green","green","red","green","green","green","red"
"2878","red","red","green","green","green","green","green","green","green","red"
"2879","red","red","red","red","red","red","green","green","green","red"
"2880","red","red","red","green","red","red","red","red","red","red"
"2881","red","green","green","green","green","green","green","green","green","green"
"2882","red","green","green","green","green","green","green","green","green","green"
"2883","red","red","red","green","green","green","green","green","green","red"
"2884","red","red","red","red","red","green","green","green","green","green"
"2885","green","green","green","green","green","green","green","green","green","green"
"2886","red","green","red","red","red","red","red","red","red","green"
"2887","red","green","red","red","green","red","green","red","red","green"
"2888","green","green","red","green","green","red","red","green","green","red"
"2889","red","green","green","red","green","green","red","red","red","red"
"2890","red","red","green","red","red","red","green","red","green","red"
"2891","green","green","green","green","green","green","green","green","green","red"
"2892","green","red","red","green","red","green","green","green","green","green"
"2893","green","green","green","green","green","green","green","green","green","green"
"2894","green","green","green","green","green","green","green","green","green","red"
"2895","red","red","red","green","red","red","red","red","red","red"
"2896","red","green","red","green","red","red","red","green","red","green"
"2897","green","green","red","red","red","green","red","red","red","red"
"2898","green","green","red","green","red","red","red","green","red","red"
"2899","red","red","green","red","green","green","green","green","green","red"
"2900","green","red","red","red","red","green","green","red","green","green"
"2901","green","green","red","red","red","red","red","green","red","green"
"2902","red","green","red","red","green","green","green","red","green","red"
"2903","red","red","green","green","green","green","green","green","green","green"
"2904","red","red","red","red","green","red","red","green","green","red"
"2905","red","red","green","green","green","green","green","green","red","green"
"2906","green","green","red","green","red","red","red","green","green","green"
"2907","red","red","green","red","red","green","red","green","green","green"
"2908","red","red","green","green","green","green","green","green","green","green"
"2909","green","green","red","green","green","green","green","red","red","green"
"2910","green","green","red","red","red","red","green","green","green","red"
"2911","red","red","green","green","green","green","green","green","red","red"
"2912","green","green","green","red","red","red","red","red","green","green"
"2913","red","red","green","green","green","green","green","green","red","green"
"2914","green","red","green","green","green","green","green","green","green","green"
"2915","red","red","green","red","green","green","green","green","red","red"
"2916","red","green","green","green","green","green","green","red","red","green"
"2917","red","green","green","green","green","green","green","green","green","red"
"2918","red","red","red","red","red","red","red","green","green","red"
"2919","green","green","green","red","green","red","red","green","red","green"
"2920","red","green","green","red","green","red","green","green","red","red"
"2921","green","green","green","green","green","green","green","green","green","green"
"2922","red","red","red","red","green","green","green","green","red","red"
"2923","green","green","green","green","green","green","red","red","red","green"
"2924","red","green","green","red","red","red","red","green","green","red"
"2925","green","green","green","green","green","green","green","red","red","red"
"2926","green","green","green","green","green","green","green","green","red","green"
"2927","green","red","green","green","green","green","green","green","green","green"
"2928","green","green","green","green","green","green","red","green","green","green"
"2929","green","green","red","green","red","red","red","red","red","red"
"2930","green","green","green","red","red","red","red","green","red","red"
"2931","red","red","red","green","green","green","green","green","red","red"
"2932","red","red","green","green","red","red","red","green","green","green"
"2933","green","green","red","red","red","red","red","red","red","green"
"2934","green","green","green","green","red","green","red","green","green","green"
"2935","red","red","green","green","red","green","green","green","green","red"
"2936","green","green","red","red","red","red","red","red","red","green"
"2937","red","red","red","green","red","red","green","red","red","green"
"2938","red","red","green","green","green","green","green","green","green","green"
"2939","green","green","red","red","green","green","green","green","green","red"
"2940","green","red","red","green","green","green","green","green","green","green"
"2941","red","green","green","green","green","green","green","green","green","green"
"2942","red","green","green","green","green","green","green","green","green","red"
"2943","red","red","red","green","green","green","green","red","red","red"
"2944","green","green","red","green","red","green","green","green","red","red"
"2945","green","green","green","green","green","green","green","green","green","red"
"2946","red","red","red","red","green","red","red","green","red","green"
"2947","red","green","green","green","green","green","green","red","red","green"
"2948","green","green","red","red","red","red","red","green","red","green"
"2949","green","red","green","green","green","green","green","green","green","red"
"2950","green","green","green","green","red","green","green","red","green","green"
"2951","green","red","red","green","green","red","green","red","red","green"
"2952","green","red","green","green","green","green","green","green","green","green"
"2953","green","green","red","green","red","red","green","red","green","red"
"2954","red","red","green","red","green","green","green","green","green","green"
"2955","red","red","red","green","green","red","green","red","green","red"
"2956","green","green","green","green","red","green","green","red","green","green"
