"","X1","X2","X3","X4","X5"
"2405","green","green","green","green","green"
"2406","green","green","green","green","green"
"2407","green","green","red","green","red"
"2408","red","green","red","red","green"
"2409","red","green","red","red","green"
"2410","red","green","green","red","green"
"2411","green","red","green","red","red"
"2412","red","green","red","red","red"
"2413","red","red","green","red","green"
"2414","red","green","red","red","green"
"2415","red","green","green","green","green"
"2416","red","green","red","red","red"
"2417","red","red","green","green","green"
"2418","red","green","green","green","green"
"2419","red","red","red","green","green"
"2420","green","green","green","red","green"
"2421","red","green","red","red","red"
"2422","red","green","green","green","green"
"2423","green","green","green","green","green"
"2424","red","red","green","red","red"
"2425","red","red","green","red","green"
"2426","red","green","green","green","green"
"2427","green","red","green","green","red"
"2428","red","green","green","green","green"
"2429","red","green","green","green","red"
"2430","green","green","red","green","red"
"2431","red","red","green","red","green"
"2432","green","red","green","green","green"
"2433","red","green","green","green","green"
"2434","green","red","red","red","red"
"2435","green","red","red","red","red"
"2436","green","green","red","red","red"
"2437","green","green","green","green","green"
"2438","red","green","green","green","green"
"2439","green","green","red","red","red"
"2440","red","green","green","green","green"
"2441","green","green","green","red","green"
"2442","green","red","red","green","red"
"2443","green","red","red","red","red"
"2444","red","red","green","green","green"
"2445","green","red","red","green","red"
"2446","green","red","green","green","green"
"2447","green","green","red","red","red"
"2448","green","red","green","red","red"
"2449","red","red","red","red","red"
"2450","red","red","green","red","green"
"2451","green","red","red","red","red"
"2452","red","green","green","green","green"
"2453","red","green","red","red","red"
"2454","red","red","red","green","green"
"2455","red","green","red","green","red"
"2456","red","red","green","red","green"
"2457","green","red","red","red","red"
"2458","green","red","red","green","green"
"2459","red","green","green","green","green"
"2460","red","green","green","green","green"
"2461","green","green","green","green","green"
"2462","red","red","green","red","red"
"2463","green","red","green","green","green"
"2464","green","green","green","green","red"
"2465","green","red","green","green","green"
"2466","red","green","green","red","red"
"2467","green","green","green","red","green"
"2468","red","red","green","green","green"
"2469","red","green","red","red","red"
"2470","green","red","green","red","green"
"2471","green","red","red","green","red"
"2472","red","green","red","red","red"
"2473","red","green","green","green","red"
"2474","green","red","green","green","green"
"2475","green","green","green","green","green"
"2476","green","red","green","green","red"
"2477","green","green","green","green","green"
"2478","red","green","green","green","green"
"2479","green","red","red","red","red"
"2480","green","green","red","green","green"
"2481","red","green","green","red","green"
"2482","red","red","red","red","red"
"2483","green","green","red","red","red"
"2484","green","green","green","green","green"
"2485","green","red","green","green","green"
"2486","red","red","green","green","green"
"2487","green","green","green","green","green"
"2488","green","green","red","red","red"
"2489","green","green","green","green","green"
"2490","green","green","red","red","red"
"2491","green","red","green","green","green"
"2492","red","green","green","red","green"
"2493","red","red","green","red","red"
"2494","green","green","red","red","red"
"2495","red","red","green","green","green"
"2496","green","green","green","green","green"
"2497","green","red","red","red","red"
"2498","green","green","green","red","red"
"2499","green","green","green","green","green"
"2500","green","red","green","green","green"
"2501","green","green","green","green","green"
"2502","green","red","green","green","green"
"2503","green","green","red","red","red"
"2504","green","green","green","green","green"
"2505","green","green","green","green","green"
"2506","green","red","green","red","green"
"2507","green","green","red","red","green"
"2508","green","green","red","green","red"
"2509","green","red","red","green","green"
"2510","red","green","green","green","green"
"2511","green","green","green","green","green"
"2512","red","red","red","green","red"
"2513","red","red","red","red","red"
"2514","red","red","green","green","green"
"2515","red","red","red","red","red"
"2516","red","green","green","green","green"
"2517","green","green","green","green","red"
"2518","green","green","red","red","red"
"2519","red","green","red","green","red"
"2520","green","green","green","green","green"
"2521","red","red","red","red","red"
"2522","green","green","green","green","red"
"2523","green","red","green","green","green"
"2524","red","red","red","red","red"
"2525","red","red","green","red","green"
"2526","green","red","green","green","green"
"2527","red","red","green","red","red"
"2528","green","red","red","red","green"
"2529","green","green","green","green","green"
"2530","red","green","red","red","red"
"2531","green","red","red","red","green"
"2532","green","green","green","green","green"
"2533","green","green","red","green","green"
"2534","green","red","red","green","red"
"2535","red","red","red","red","red"
"2536","green","green","green","green","green"
"2537","green","red","green","red","green"
"2538","red","red","green","green","red"
"2539","green","red","green","green","red"
"2540","green","green","green","red","green"
"2541","red","red","red","red","red"
"2542","green","red","green","red","red"
"2543","green","red","green","green","green"
"2544","green","green","green","green","green"
"2545","green","green","red","red","red"
"2546","green","green","green","green","green"
"2547","green","red","red","green","green"
"2548","green","green","red","green","green"
"2549","green","red","red","red","red"
"2550","green","green","green","green","green"
"2551","green","red","green","green","green"
"2552","green","green","red","red","red"
"2553","red","green","red","green","red"
"2554","green","red","red","red","red"
"2555","green","green","red","red","green"
"2556","red","green","green","green","green"
"2557","red","red","red","red","red"
"2558","red","green","green","green","green"
"2559","red","green","red","green","green"
"2560","red","red","red","green","red"
"2561","red","red","green","green","green"
"2562","green","red","red","red","red"
"2563","red","red","red","red","red"
"2564","red","green","green","red","green"
"2565","green","green","red","red","green"
"2566","red","green","green","green","green"
"2567","green","red","green","green","green"
"2568","green","red","green","green","green"
"2569","green","red","red","green","red"
"2570","red","red","red","red","green"
"2571","green","green","green","red","red"
"2572","green","red","red","red","red"
"2573","green","green","green","green","green"
"2574","red","red","red","red","red"
"2575","green","red","green","red","green"
"2576","green","red","red","green","red"
"2577","red","green","green","red","red"
"2578","red","red","green","green","red"
"2579","red","green","green","green","red"
"2580","red","red","red","red","green"
"2581","red","green","green","green","green"
"2582","green","red","green","green","green"
"2583","red","red","green","green","green"
"2584","red","red","red","red","green"
"2585","green","red","green","red","red"
"2586","green","green","green","green","green"
"2587","red","green","green","green","green"
"2588","red","red","green","green","red"
"2589","red","red","green","green","green"
"2590","green","green","red","green","green"
"2591","green","green","green","green","green"
"2592","green","green","green","red","green"
"2593","green","green","green","green","green"
"2594","green","green","green","green","green"
"2595","green","green","red","red","red"
"2596","red","red","red","red","red"
"2597","red","green","green","green","green"
"2598","red","red","red","red","red"
"2599","green","red","green","green","red"
"2600","green","green","red","red","green"
"2601","green","green","green","red","green"
"2602","green","green","green","green","green"
"2603","red","green","red","red","red"
"2604","red","red","green","red","red"
"2605","green","red","red","green","green"
"2606","green","red","red","red","red"
"2607","green","red","green","green","green"
"2608","green","green","green","green","green"
"2609","red","green","red","green","green"
"2610","green","red","green","green","green"
"2611","green","red","red","red","green"
"2612","red","green","red","red","red"
"2613","red","green","green","green","green"
"2614","red","green","red","red","green"
"2615","green","green","green","green","green"
"2616","green","green","green","green","green"
"2617","red","green","red","red","red"
"2618","green","red","red","red","green"
"2619","green","green","green","green","green"
"2620","green","green","green","green","green"
"2621","red","green","red","green","red"
"2622","green","green","green","green","green"
"2623","red","red","red","red","red"
"2624","green","red","green","green","green"
"2625","red","green","red","red","green"
"2626","green","red","green","red","green"
"2627","red","green","green","green","green"
"2628","green","green","green","green","red"
"2629","red","red","red","red","green"
"2630","green","green","green","green","green"
"2631","green","red","green","green","green"
"2632","green","green","red","green","green"
"2633","red","red","green","green","red"
"2634","green","green","red","red","green"
"2635","green","green","green","green","green"
"2636","green","red","green","green","red"
"2637","green","green","red","red","red"
"2638","red","green","green","green","green"
"2639","red","green","red","red","red"
"2640","red","red","red","red","green"
"2641","green","green","red","red","red"
"2642","red","green","red","green","red"
"2643","red","red","red","red","green"
"2644","green","green","red","red","green"
"2645","green","green","red","red","green"
"2646","green","red","red","green","green"
"2647","green","red","red","green","red"
"2648","red","green","green","green","green"
"2649","red","red","green","red","red"
"2650","green","red","green","green","green"
"2651","green","green","green","green","green"
"2652","green","green","green","red","green"
"2653","red","green","green","green","green"
"2654","red","green","red","red","red"
"2655","green","red","red","green","red"
"2656","green","green","red","green","green"
"2657","green","red","green","green","green"
"2658","red","red","red","red","green"
"2659","green","red","red","green","red"
"2660","red","red","green","red","green"
"2661","red","green","green","green","green"
"2662","red","red","red","green","green"
"2663","green","green","red","green","red"
"2664","red","green","red","red","red"
"2665","red","green","green","green","green"
"2666","green","green","red","green","green"
"2667","green","green","green","green","green"
"2668","green","red","red","red","red"
"2669","green","red","red","green","red"
"2670","green","green","red","green","red"
"2671","red","red","red","red","green"
"2672","green","red","red","green","red"
"2673","green","red","red","red","green"
"2674","red","green","red","red","red"
"2675","red","red","red","red","red"
"2676","green","red","green","green","green"
"2677","green","green","red","green","red"
"2678","red","green","red","green","red"
"2679","red","green","red","red","red"
"2680","red","red","red","green","green"
"2681","green","red","red","red","red"
"2682","green","red","red","red","green"
"2683","red","green","green","red","red"
"2684","red","red","red","red","green"
"2685","green","red","red","green","red"
"2686","green","green","red","green","green"
"2687","green","green","green","green","green"
"2688","green","green","green","red","red"
"2689","red","red","green","green","green"
"2690","green","red","green","green","green"
"2691","red","green","green","red","red"
"2692","green","green","red","red","green"
"2693","red","green","green","red","green"
"2694","green","green","green","red","green"
"2695","red","red","red","red","green"
"2696","green","green","red","green","red"
"2697","red","red","red","green","green"
"2698","green","red","red","red","green"
"2699","red","green","green","green","red"
"2700","red","green","green","green","green"
"2701","green","red","red","red","red"
"2702","red","red","green","green","red"
"2703","green","green","green","green","green"
"2704","red","green","green","green","green"
"2705","green","green","red","red","red"
"2706","red","red","green","red","green"
"2707","green","green","red","green","red"
"2708","green","red","red","green","red"
"2709","red","red","green","green","green"
"2710","green","red","green","green","red"
"2711","red","red","red","green","red"
"2712","red","green","red","green","red"
"2713","green","green","red","green","green"
"2714","green","green","red","green","green"
"2715","green","red","red","green","red"
"2716","green","green","red","red","red"
"2717","green","red","red","green","green"
"2718","red","red","green","red","red"
"2719","green","green","red","red","red"
"2720","green","green","green","green","green"
"2721","green","red","red","red","red"
"2722","green","green","green","red","red"
"2723","red","green","green","green","green"
"2724","red","red","red","green","red"
"2725","red","green","green","green","green"
"2726","red","red","red","green","green"
"2727","green","red","green","green","green"
"2728","green","red","red","red","red"
"2729","red","green","red","red","green"
"2730","red","green","green","red","green"
"2731","red","red","red","red","red"
"2732","green","green","green","green","green"
"2733","red","green","red","red","green"
"2734","green","green","green","red","green"
"2735","red","green","green","green","red"
"2736","green","red","red","red","red"
"2737","red","green","red","green","red"
"2738","green","green","red","red","red"
"2739","green","red","green","green","red"
"2740","green","green","green","red","green"
"2741","red","green","green","red","green"
"2742","green","green","green","green","green"
"2743","red","red","red","red","red"
"2744","green","red","red","green","red"
"2745","red","green","green","green","green"
"2746","red","red","green","green","green"
"2747","green","green","red","red","red"
"2748","red","green","green","red","green"
"2749","red","green","green","red","green"
"2750","green","red","red","green","red"
"2751","green","red","red","red","green"
"2752","green","red","red","red","red"
"2753","red","green","green","green","green"
"2754","green","green","green","green","red"
"2755","green","green","green","green","green"
"2756","red","green","green","green","green"
"2757","red","red","red","red","red"
"2758","green","green","green","green","green"
"2759","green","red","red","green","green"
"2760","red","red","green","red","red"
"2761","red","green","red","green","green"
"2762","green","green","green","red","green"
"2763","red","red","green","green","green"
"2764","green","green","red","red","red"
"2765","red","red","green","red","red"
"2766","red","red","red","green","red"
"2767","red","red","red","red","green"
"2768","red","green","green","green","green"
"2769","green","red","red","green","red"
"2770","green","red","red","red","red"
"2771","red","green","green","red","green"
"2772","red","green","red","red","red"
"2773","red","red","green","green","green"
"2774","red","red","red","red","red"
"2775","green","red","red","red","green"
"2776","green","red","red","red","red"
"2777","green","red","green","green","green"
"2778","green","green","green","green","green"
"2779","green","red","green","red","red"
"2780","red","red","red","red","green"
"2781","red","green","green","red","red"
"2782","green","green","green","green","green"
"2783","green","green","red","red","red"
"2784","red","green","green","green","green"
"2785","green","red","green","green","green"
"2786","red","red","red","green","green"
"2787","red","green","red","red","green"
"2788","green","red","green","green","green"
"2789","green","red","red","green","red"
"2790","red","red","red","green","green"
"2791","green","green","green","red","red"
"2792","green","green","red","red","red"
"2793","red","red","green","red","red"
"2794","green","green","red","red","red"
"2795","red","green","red","green","green"
"2796","green","green","red","red","red"
"2797","red","green","red","red","green"
"2798","green","red","red","red","red"
"2799","green","red","red","red","red"
"2800","red","green","green","red","green"
"2801","red","red","red","red","green"
"2802","red","green","red","green","red"
"2803","green","red","green","green","green"
"2804","green","red","green","green","green"
"2805","red","red","red","green","green"
"2806","green","green","red","red","red"
"2807","green","red","green","red","green"
"2808","green","green","green","green","red"
"2809","green","red","red","red","green"
"2810","red","red","red","green","red"
"2811","red","green","red","red","green"
"2812","green","green","red","red","red"
"2813","red","green","green","green","green"
"2814","red","red","red","red","red"
"2815","red","green","red","red","green"
"2816","green","green","green","green","green"
"2817","green","red","red","red","red"
"2818","green","green","red","red","red"
"2819","green","green","red","red","green"
"2820","red","red","green","green","green"
"2821","green","red","red","red","red"
"2822","green","green","green","green","green"
"2823","red","red","red","red","red"
"2824","red","red","red","red","red"
"2825","red","green","green","green","red"
"2826","red","green","green","green","green"
"2827","red","green","red","red","green"
"2828","red","red","green","green","green"
"2829","red","red","green","red","red"
"2830","red","green","green","red","red"
"2831","green","red","green","green","green"
"2832","red","red","green","red","red"
"2833","red","red","red","green","green"
"2834","green","green","green","green","green"
"2835","green","green","green","green","green"
"2836","green","green","red","green","red"
"2837","green","green","red","green","red"
"2838","red","green","red","red","red"
"2839","red","red","green","green","green"
"2840","green","green","green","green","green"
"2841","red","red","red","red","green"
"2842","green","red","red","red","red"
"2843","red","green","green","green","green"
"2844","red","green","green","green","green"
"2845","green","green","red","red","green"
"2846","green","red","red","red","green"
"2847","green","red","green","green","red"
"2848","red","red","red","red","red"
"2849","red","red","red","red","red"
"2850","green","red","green","green","green"
"2851","green","red","red","green","red"
"2852","green","green","red","red","red"
"2853","red","red","red","red","green"
"2854","green","green","red","green","red"
"2855","green","red","green","red","green"
"2856","red","red","green","green","green"
"2857","red","red","green","green","green"
"2858","green","red","red","green","green"
"2859","red","green","green","green","green"
"2860","green","green","green","red","red"
"2861","green","red","green","green","green"
"2862","red","green","red","red","red"
"2863","red","red","red","green","red"
"2864","green","red","red","green","red"
"2865","green","green","red","red","green"
"2866","green","green","red","green","red"
"2867","green","red","red","green","red"
"2868","red","green","red","red","green"
"2869","green","green","red","green","red"
"2870","green","red","red","green","green"
"2871","red","red","green","red","green"
"2872","red","green","green","green","green"
"2873","red","red","red","red","red"
"2874","red","red","green","green","green"
"2875","green","red","red","green","red"
"2876","green","red","red","red","green"
"2877","green","green","green","green","green"
"2878","green","red","red","red","green"
"2879","green","green","green","green","red"
"2880","green","green","green","green","green"
"2881","red","green","green","red","green"
"2882","red","red","green","red","red"
"2883","red","green","red","red","red"
"2884","red","red","red","red","red"
"2885","red","red","red","red","green"
"2886","green","red","red","red","red"
"2887","red","green","red","green","green"
"2888","red","red","red","green","green"
"2889","green","green","red","green","green"
"2890","red","green","red","green","green"
"2891","green","green","red","green","green"
"2892","red","red","red","red","red"
"2893","green","green","green","green","green"
"2894","red","green","green","green","green"
"2895","red","red","green","green","green"
"2896","green","green","red","red","green"
"2897","green","red","green","green","green"
"2898","green","green","red","red","green"
"2899","green","red","red","red","red"
"2900","green","green","red","red","red"
"2901","green","red","red","red","red"
"2902","red","green","red","red","green"
"2903","red","red","green","green","red"
"2904","green","green","green","green","green"
"2905","green","green","green","red","green"
"2906","red","green","red","green","green"
"2907","green","red","red","red","red"
"2908","green","green","green","red","red"
"2909","green","red","red","green","red"
"2910","red","green","green","green","green"
"2911","red","green","green","green","green"
"2912","green","red","green","green","green"
"2913","green","red","green","green","green"
"2914","green","red","red","red","red"
"2915","red","red","red","red","red"
"2916","red","green","green","green","green"
"2917","green","red","green","red","red"
"2918","red","green","green","green","green"
"2919","green","green","red","red","red"
"2920","red","green","red","green","red"
"2921","green","red","red","green","red"
"2922","green","red","green","green","green"
"2923","red","red","red","green","red"
"2924","green","green","green","green","green"
"2925","green","red","red","red","green"
"2926","green","red","red","red","red"
"2927","red","green","red","green","red"
"2928","red","green","red","red","green"
"2929","red","green","green","green","green"
"2930","red","red","green","green","green"
"2931","green","red","green","green","green"
"2932","red","red","green","red","green"
"2933","red","red","green","green","green"
"2934","red","green","red","green","green"
"2935","red","green","red","red","green"
"2936","green","red","green","green","green"
"2937","green","green","green","green","green"
"2938","green","red","red","red","red"
"2939","green","green","red","red","green"
"2940","green","red","green","green","green"
"2941","green","green","green","green","green"
"2942","green","red","red","red","red"
"2943","green","green","green","green","green"
"2944","red","red","red","green","red"
"2945","green","green","red","red","green"
"2946","red","red","green","green","green"
"2947","green","red","red","red","green"
"2948","green","green","green","green","green"
"2949","red","green","green","green","red"
"2950","red","red","green","red","green"
"2951","green","green","green","green","green"
"2952","green","green","green","green","green"
"2953","red","green","red","red","red"
"2954","green","green","green","green","green"
"2955","red","red","red","green","red"
"2956","green","green","red","green","green"
"2957","green","red","green","green","green"
"2958","red","green","red","red","green"
"2959","green","green","red","green","red"
"2960","green","red","red","green","green"
"2961","red","red","red","red","red"
"2962","red","red","green","green","red"
"2963","green","green","green","green","green"
"2964","green","green","red","green","green"
"2965","red","green","green","green","green"
"2966","green","green","green","green","green"
"2967","red","green","green","red","green"
"2968","green","red","green","red","green"
"2969","red","green","green","green","green"
"2970","green","red","green","green","green"
"2971","green","green","red","red","red"
"2972","red","red","green","red","green"
"2973","green","red","green","red","red"
"2974","red","green","green","green","green"
"2975","green","red","green","red","green"
"2976","green","green","red","red","red"
"2977","green","red","red","red","red"
"2978","red","green","green","green","green"
"2979","green","green","green","red","red"
"2980","green","green","green","green","green"
"2981","red","red","red","red","green"
"2982","green","green","green","green","green"
"2983","green","green","green","green","red"
"2984","green","green","green","green","green"
"2985","green","red","green","green","green"
"2986","red","red","green","green","green"
"2987","green","red","green","green","green"
"2988","red","red","green","red","red"
"2989","green","red","red","green","red"
"2990","green","red","red","red","red"
"2991","green","red","green","green","green"
"2992","red","green","green","green","green"
"2993","red","green","green","green","green"
"2994","green","red","green","green","red"
"2995","red","red","green","green","green"
"2996","red","red","green","red","red"
"2997","green","green","green","red","green"
"2998","red","green","green","red","green"
"2999","green","green","green","red","green"
"3000","green","green","green","green","green"
"3001","green","green","green","green","green"
"3002","green","red","red","green","red"
"3003","green","red","green","green","green"
"3004","red","red","red","green","green"
"3005","red","red","green","green","green"
"3006","red","red","red","red","red"
"3007","green","green","green","green","green"
"3008","red","red","green","red","red"
"3009","green","green","red","red","red"
"3010","red","green","green","green","green"
"3011","green","red","red","red","red"
"3012","red","red","green","red","green"
"3013","red","green","green","green","green"
"3014","green","red","green","green","green"
"3015","green","red","red","green","green"
"3016","green","green","green","red","red"
"3017","green","red","green","green","red"
"3018","red","red","red","green","red"
"3019","green","green","green","green","green"
"3020","red","red","red","green","green"
"3021","green","green","green","green","green"
"3022","red","red","red","red","red"
"3023","red","green","red","red","red"
"3024","green","red","green","red","red"
"3025","green","red","green","red","green"
"3026","red","green","red","green","red"
"3027","red","red","green","green","green"
"3028","green","red","green","green","green"
"3029","green","green","green","green","red"
"3030","green","green","green","red","green"
"3031","red","red","green","green","green"
"3032","green","green","green","green","green"
"3033","green","red","green","green","red"
"3034","green","green","green","green","green"
"3035","green","red","green","red","red"
"3036","red","red","red","red","green"
"3037","red","green","green","red","red"
"3038","green","red","red","red","green"
"3039","red","red","red","green","green"
"3040","red","green","green","green","green"
"3041","red","green","green","green","green"
"3042","red","red","red","red","red"
"3043","green","green","green","green","red"
"3044","green","green","green","green","green"
"3045","red","green","green","green","green"
"3046","green","red","red","red","red"
"3047","red","red","green","green","red"
"3048","green","red","red","red","red"
"3049","red","red","green","green","green"
"3050","green","red","red","red","green"
"3051","red","green","red","red","green"
"3052","green","red","red","red","red"
"3053","green","red","red","red","green"
"3054","red","red","red","green","red"
"3055","red","green","green","green","green"
"3056","red","green","red","red","red"
"3057","red","red","red","red","green"
"3058","green","red","green","red","green"
"3059","green","green","green","green","green"
"3060","red","green","red","red","green"
"3061","red","green","red","green","red"
"3062","green","green","green","green","green"
"3063","red","green","green","green","green"
"3064","red","red","green","red","green"
"3065","green","green","green","green","green"
"3066","red","green","green","green","green"
"3067","red","green","green","green","green"
"3068","green","red","red","red","green"
"3069","red","red","red","red","green"
"3070","green","red","red","green","green"
"3071","green","red","green","red","green"
"3072","red","red","red","green","green"
"3073","green","green","red","red","red"
"3074","green","green","green","red","green"
"3075","red","green","green","green","red"
"3076","green","green","green","green","green"
"3077","green","green","green","green","green"
"3078","red","green","red","green","green"
"3079","green","green","green","green","red"
"3080","red","green","green","green","green"
"3081","red","red","red","red","red"
"3082","green","red","green","red","red"
"3083","red","green","red","green","green"
"3084","red","red","green","red","red"
"3085","red","red","green","green","green"
"3086","red","red","green","red","red"
"3087","green","green","green","red","green"
"3088","red","red","green","red","red"
"3089","red","green","red","red","green"
"3090","red","red","green","green","red"
"3091","red","green","red","green","red"
"3092","red","green","green","green","green"
"3093","green","red","red","green","red"
"3094","red","green","red","red","red"
"3095","green","red","red","red","red"
"3096","red","green","green","green","green"
"3097","red","red","green","green","green"
"3098","red","red","green","red","red"
"3099","green","green","green","red","red"
"3100","red","green","green","green","green"
"3101","green","green","green","green","green"
"3102","green","green","green","green","green"
"3103","green","green","green","green","green"
"3104","green","green","green","green","green"
"3105","red","green","green","green","green"
"3106","green","green","red","red","red"
"3107","green","green","green","green","green"
"3108","green","red","green","green","green"
"3109","green","green","green","red","green"
"3110","green","red","red","red","green"
"3111","green","red","red","red","red"
"3112","red","red","green","green","green"
"3113","red","red","red","green","red"
"3114","red","green","green","green","green"
"3115","green","red","green","red","red"
"3116","red","red","red","green","green"
"3117","red","green","green","red","red"
"3118","green","green","red","red","green"
"3119","red","green","green","green","green"
"3120","red","green","green","green","green"
"3121","green","green","green","green","green"
"3122","green","green","green","green","green"
"3123","green","red","red","red","red"
"3124","red","red","green","green","green"
"3125","red","green","green","green","green"
"3126","green","green","green","green","green"
"3127","green","green","green","green","green"
"3128","red","red","red","green","green"
"3129","green","green","green","green","green"
"3130","green","green","green","green","green"
"3131","red","red","red","green","green"
"3132","green","red","red","red","green"
"3133","red","red","green","green","red"
"3134","red","red","green","green","red"
"3135","red","red","red","red","red"
"3136","green","red","red","red","green"
"3137","red","green","red","red","red"
"3138","green","red","green","green","red"
"3139","green","red","red","green","red"
"3140","red","green","green","green","green"
"3141","green","green","green","green","green"
"3142","green","green","red","red","red"
"3143","green","red","red","red","green"
"3144","red","red","green","red","red"
"3145","green","red","red","green","red"
"3146","red","red","green","green","green"
"3147","green","green","green","green","green"
"3148","green","green","red","green","green"
"3149","green","red","red","red","red"
"3150","red","red","green","green","red"
"3151","green","red","red","red","red"
"3152","red","red","red","red","red"
"3153","green","red","red","red","red"
"3154","green","red","red","red","red"
"3155","red","green","red","green","red"
"3156","green","red","green","red","green"
"3157","green","red","red","red","red"
"3158","green","green","red","green","red"
"3159","red","red","green","green","green"
"3160","red","red","red","red","red"
"3161","green","green","green","green","red"
"3162","red","red","red","red","red"
"3163","red","green","green","green","green"
"3164","green","red","red","green","red"
"3165","green","green","green","red","green"
"3166","red","green","red","red","red"
"3167","green","green","green","green","green"
"3168","green","red","green","green","red"
"3169","green","green","red","green","green"
"3170","green","green","green","green","red"
"3171","green","green","green","green","red"
"3172","red","red","green","green","green"
"3173","red","green","green","red","red"
"3174","red","red","red","red","red"
"3175","green","green","green","green","red"
"3176","red","green","green","red","red"
"3177","red","green","green","green","green"
"3178","red","green","green","green","green"
"3179","green","red","red","green","red"
"3180","red","green","green","green","green"
"3181","green","green","green","green","green"
"3182","red","red","red","red","red"
"3183","red","red","red","green","red"
"3184","green","red","red","green","red"
"3185","green","red","green","red","red"
"3186","green","red","red","green","red"
"3187","green","green","green","green","green"
"3188","red","green","green","green","green"
"3189","red","red","red","green","red"
"3190","green","red","red","green","green"
"3191","red","green","green","green","red"
"3192","red","green","red","red","red"
"3193","green","red","green","red","green"
"3194","green","red","red","green","red"
"3195","red","green","green","green","green"
"3196","green","green","red","green","red"
"3197","green","green","green","green","green"
"3198","red","red","green","red","green"
"3199","red","red","red","green","green"
"3200","red","green","red","green","green"
"3201","green","green","green","green","green"
"3202","red","red","red","green","red"
"3203","green","green","green","green","green"
"3204","green","green","green","green","green"
"3205","red","red","green","green","green"
"3206","red","red","red","red","red"
"3207","red","green","red","green","red"
"3208","green","red","red","green","green"
"3209","green","green","green","green","green"
"3210","red","green","red","green","green"
"3211","green","green","red","red","red"
"3212","green","green","green","green","green"
"3213","red","red","red","red","red"
"3214","green","red","green","red","red"
"3215","red","green","red","red","red"
"3216","green","green","green","green","green"
"3217","green","red","red","red","green"
"3218","green","green","red","green","red"
"3219","green","green","red","red","green"
"3220","green","red","green","green","red"
"3221","green","red","red","red","red"
"3222","red","red","green","green","green"
"3223","red","green","green","green","green"
"3224","red","green","red","red","red"
"3225","green","green","green","red","green"
"3226","green","green","red","red","red"
"3227","green","red","red","red","red"
"3228","red","green","green","red","green"
"3229","green","red","green","green","green"
"3230","green","red","red","red","green"
"3231","green","green","red","red","green"
"3232","green","red","red","green","red"
"3233","green","green","red","green","red"
"3234","green","red","green","red","red"
"3235","red","red","red","red","green"
"3236","green","green","red","green","green"
"3237","red","green","red","green","red"
"3238","green","green","green","green","green"
"3239","red","green","green","red","red"
"3240","green","red","green","green","green"
"3241","green","red","green","green","green"
"3242","green","green","red","red","red"
"3243","red","red","green","green","green"
"3244","red","red","green","green","green"
"3245","green","red","red","red","green"
"3246","red","red","red","red","red"
"3247","red","green","red","red","red"
"3248","green","red","green","red","red"
"3249","red","green","green","green","green"
"3250","red","red","red","green","red"
"3251","green","green","red","red","green"
"3252","green","green","green","red","green"
"3253","green","red","green","green","green"
"3254","green","green","red","red","red"
"3255","green","green","red","green","red"
"3256","red","red","green","green","green"
"3257","green","green","green","red","green"
"3258","green","green","red","red","red"
"3259","red","green","red","green","red"
"3260","green","red","red","green","green"
"3261","green","red","red","green","red"
"3262","green","green","red","red","green"
"3263","green","green","red","green","red"
"3264","green","red","red","red","red"
"3265","green","red","red","red","green"
"3266","red","green","green","green","green"
"3267","red","red","red","green","green"
"3268","green","red","green","red","red"
"3269","red","red","red","red","red"
"3270","red","red","red","red","green"
"3271","green","red","green","green","green"
"3272","green","red","green","green","green"
"3273","red","red","red","red","red"
"3274","green","green","green","green","green"
"3275","green","red","red","red","red"
"3276","green","green","green","green","green"
"3277","red","green","green","green","green"
"3278","red","green","green","red","green"
"3279","green","red","red","red","red"
"3280","red","red","red","red","red"
"3281","red","red","green","red","red"
"3282","green","green","green","green","green"
"3283","green","green","green","green","green"
"3284","green","red","red","green","red"
"3285","red","green","green","red","green"
"3286","red","green","green","green","red"
"3287","green","green","green","green","red"
"3288","green","green","green","green","green"
"3289","green","red","red","red","red"
"3290","green","green","green","green","green"
"3291","green","green","red","red","red"
"3292","red","green","green","green","green"
"3293","red","red","red","red","red"
"3294","green","green","red","green","green"
"3295","green","green","green","red","green"
"3296","green","green","red","red","red"
"3297","red","red","green","red","red"
"3298","green","green","green","green","green"
"3299","red","green","red","red","green"
"3300","green","green","green","green","green"
"3301","green","red","red","red","red"
"3302","green","red","red","red","green"
"3303","red","red","green","green","green"
"3304","green","green","green","green","green"
"3305","green","green","green","green","green"
"3306","green","red","red","red","red"
"3307","green","red","green","green","green"
"3308","red","red","green","green","green"
"3309","green","green","red","red","green"
"3310","green","green","green","green","green"
"3311","green","red","green","green","green"
"3312","green","green","green","green","green"
"3313","red","green","green","red","green"
"3314","green","green","red","green","red"
"3315","red","red","red","red","green"
"3316","green","red","green","red","green"
"3317","green","green","red","red","red"
"3318","red","red","red","red","red"
"3319","red","green","red","green","green"
"3320","red","green","red","green","green"
"3321","green","green","red","red","red"
"3322","red","red","green","red","red"
"3323","green","green","green","green","green"
"3324","red","green","red","red","red"
"3325","red","green","green","green","green"
"3326","green","red","green","red","green"
"3327","green","green","green","green","green"
"3328","green","red","green","red","red"
"3329","green","green","red","green","red"
"3330","green","red","green","red","red"
"3331","green","green","green","green","green"
"3332","red","green","red","red","red"
"3333","red","red","green","green","red"
"3334","red","green","green","green","green"
"3335","green","red","green","green","green"
"3336","green","red","green","green","green"
