"","t5","t1","t2","t4","t8","t10","t9","t6","t3","t7"
"581","0","1","0","1","1","1","1","0","1","1"
"582","0","1","1","0","0","0","0","0","1","0"
"583","0","0","1","0","0","1","0","1","0","0"
"584","0","0","0","0","0","0","0","1","0","0"
"585","1","1","1","1","1","0","0","0","1","0"
"586","0","1","1","1","1","1","1","1","1","1"
"587","0","0","1","0","1","1","1","1","0","0"
"588","0","1","0","1","1","0","1","1","0","1"
"589","1","1","0","1","0","1","1","0","0","0"
"590","1","1","0","0","0","1","1","0","0","1"
"591","0","0","0","0","1","0","1","1","1","0"
"592","0","0","1","1","0","0","1","1","0","1"
"593","1","1","0","0","1","1","1","0","1","0"
"594","1","1","0","1","1","1","1","1","1","1"
"595","1","1","1","0","0","1","0","0","0","0"
"596","1","1","1","1","0","0","0","0","0","1"
"597","1","0","0","0","0","0","1","1","1","0"
"598","1","1","1","1","1","1","1","0","1","0"
"599","0","0","0","0","1","0","0","0","0","1"
"600","0","0","1","0","0","1","1","1","0","1"
"601","0","1","1","1","1","1","1","1","1","1"
"602","1","0","0","1","1","1","1","0","0","1"
"603","1","1","1","0","0","1","1","0","1","1"
"604","0","0","0","0","0","1","1","1","0","0"
"605","1","1","1","0","1","1","1","0","1","1"
"606","0","0","1","1","1","1","1","1","1","1"
"607","1","1","0","1","0","0","0","1","1","0"
"608","1","1","1","1","0","1","1","1","0","0"
"609","0","1","1","1","1","1","1","0","1","0"
"610","0","1","1","0","1","1","1","0","1","1"
"611","0","0","0","0","1","1","0","0","1","1"
"612","0","0","1","1","1","0","1","0","1","0"
"613","1","1","1","0","0","0","0","1","1","0"
"614","0","1","1","1","1","1","1","1","1","1"
"615","1","0","0","1","0","0","0","0","1","0"
"616","1","0","1","0","1","0","1","0","0","1"
"617","0","0","0","1","0","0","1","1","0","0"
"618","0","0","1","1","1","0","0","0","1","0"
"619","0","1","0","1","0","1","0","0","1","1"
"620","1","0","0","1","0","1","0","0","0","1"
"621","1","1","0","1","0","0","1","1","0","0"
"622","0","1","0","0","1","1","1","1","1","1"
"623","0","1","1","0","1","1","1","1","1","0"
"624","1","1","1","1","1","1","1","1","1","1"
"625","1","0","1","1","0","0","0","1","1","1"
"626","0","0","0","0","1","0","0","0","1","1"
"627","1","0","0","1","1","1","1","0","0","1"
"628","1","0","1","1","1","0","0","0","1","1"
"629","1","1","1","0","1","1","1","1","1","0"
"630","1","0","1","1","0","0","0","1","1","0"
"631","1","0","1","1","1","1","1","1","1","1"
"632","0","0","0","1","1","1","1","1","1","0"
"633","1","1","1","1","1","0","1","1","1","1"
"634","1","0","1","0","0","0","0","0","0","1"
"635","1","1","1","0","0","0","0","0","0","0"
"636","1","0","1","1","1","0","0","1","1","0"
"637","0","0","1","1","1","1","1","0","1","0"
"638","1","1","0","1","0","1","1","1","1","1"
"639","1","1","0","1","1","1","1","1","1","1"
"640","0","1","0","0","1","1","1","0","1","1"
"641","1","1","1","0","1","1","1","0","1","1"
"642","1","1","0","0","0","0","0","1","1","1"
"643","0","0","0","0","0","0","0","0","1","1"
"644","1","1","0","0","1","0","0","0","1","0"
"645","0","0","1","0","1","0","0","1","1","1"
"646","1","1","0","0","0","0","0","0","1","0"
"647","0","1","1","1","1","1","0","0","1","1"
"648","1","0","1","0","1","1","0","0","0","0"
"649","0","0","1","1","1","0","0","0","1","0"
"650","0","0","1","1","1","1","1","1","1","1"
"651","1","1","1","1","0","1","1","0","0","0"
"652","0","0","1","1","1","1","1","1","1","0"
"653","0","0","0","1","0","1","1","0","0","1"
"654","1","1","1","1","1","1","1","1","0","1"
"655","0","0","1","1","1","1","1","1","1","1"
"656","1","1","1","0","1","1","0","0","0","1"
"657","0","0","0","0","1","1","1","1","1","1"
"658","1","0","1","1","1","1","1","0","0","0"
"659","1","0","1","0","0","1","0","0","0","1"
"660","0","1","0","0","0","1","0","0","0","1"
"661","1","1","0","1","0","0","0","0","0","0"
"662","1","0","1","1","1","0","1","1","0","1"
"663","0","0","0","0","1","1","1","0","1","0"
"664","1","0","0","0","0","0","0","1","1","0"
"665","1","1","1","1","0","1","1","1","1","1"
"666","1","1","0","0","0","0","0","0","0","1"
"667","0","0","1","0","0","0","1","0","1","0"
"668","0","1","0","0","0","1","0","0","0","1"
"669","1","1","0","0","0","0","0","0","0","0"
"670","1","1","0","0","1","1","1","0","0","0"
"671","0","0","1","0","0","1","1","0","1","1"
"672","0","0","0","1","1","1","1","1","1","1"
"673","1","0","0","0","1","0","1","0","1","0"
"674","1","1","0","1","1","1","1","0","1","0"
"675","1","1","1","1","0","1","0","0","0","1"
"676","1","1","1","1","1","1","1","1","1","1"
"677","1","1","0","1","1","1","1","0","1","1"
"678","0","1","0","0","0","0","0","1","1","1"
"679","0","0","1","1","0","0","1","1","1","0"
"680","1","1","1","0","0","1","0","1","0","0"
"681","1","1","1","1","1","0","1","1","0","1"
"682","1","0","0","0","0","0","0","1","1","0"
"683","1","1","1","1","1","0","0","1","0","1"
"684","1","1","1","1","0","1","1","0","1","0"
"685","1","0","0","0","0","0","0","1","0","0"
"686","1","1","1","1","1","1","0","1","0","0"
"687","1","1","1","1","1","1","1","1","1","1"
"688","0","1","0","0","1","1","1","0","0","1"
"689","1","1","1","1","0","0","0","0","0","0"
"690","1","1","1","1","1","1","1","1","1","0"
"691","0","0","1","0","1","0","1","0","0","1"
"692","1","1","1","0","1","1","1","1","1","0"
"693","1","1","1","1","1","0","0","1","0","0"
"694","0","1","0","1","0","1","1","1","1","0"
"695","0","0","0","0","0","1","1","0","0","1"
"696","1","1","1","1","1","1","1","1","1","1"
"697","1","1","1","1","1","1","0","0","1","1"
"698","0","0","1","1","1","1","1","1","1","1"
"699","0","0","1","1","0","0","0","0","1","1"
"700","1","1","1","0","1","1","0","1","0","0"
"701","1","1","1","1","0","1","1","1","1","1"
"702","0","0","1","0","0","1","0","1","1","0"
"703","0","1","0","1","0","0","1","1","0","0"
"704","1","0","1","0","0","0","1","0","1","1"
"705","1","0","0","1","0","0","0","1","0","0"
"706","0","0","1","0","1","1","1","1","0","1"
"707","1","1","0","1","0","1","1","1","1","1"
"708","1","1","0","1","1","1","1","1","1","1"
"709","0","0","0","1","1","1","1","1","1","1"
"710","1","0","0","0","1","1","1","1","1","1"
"711","1","1","0","0","0","0","0","0","1","1"
"712","0","0","1","0","0","0","0","1","1","0"
"713","0","1","1","1","1","1","1","1","1","0"
"714","0","0","1","0","0","0","0","0","0","0"
"715","1","0","1","1","1","1","1","0","0","1"
"716","1","1","1","1","1","1","1","1","1","0"
"717","1","1","0","1","1","0","0","0","0","1"
"718","1","1","1","1","1","0","0","1","0","1"
"719","0","0","1","1","0","1","1","1","1","1"
"720","0","0","1","0","1","1","1","0","0","1"
"721","1","0","0","1","1","1","0","1","1","0"
"722","1","1","1","1","0","0","0","1","1","1"
"723","1","1","1","0","1","0","0","0","0","1"
"724","1","1","0","0","0","1","1","0","0","1"
"725","0","0","0","0","1","0","0","0","0","0"
"726","0","0","0","0","1","1","1","1","1","1"
"727","0","0","0","1","0","1","1","0","1","0"
"728","1","0","1","0","0","0","0","0","0","1"
"729","0","0","0","0","1","0","0","0","1","1"
"730","1","1","1","0","1","1","1","1","1","1"
"731","0","0","0","0","1","1","1","0","1","0"
"732","1","1","1","0","0","0","0","0","0","1"
"733","0","1","1","1","1","1","1","1","1","1"
"734","1","1","0","0","0","1","1","1","0","0"
"735","1","0","0","1","1","0","0","1","0","0"
"736","0","0","1","1","0","1","0","0","0","0"
"737","0","0","0","1","0","1","1","1","1","0"
"738","0","1","0","1","0","1","1","1","1","0"
"739","1","1","1","1","1","1","1","1","1","0"
"740","0","0","1","0","0","0","0","1","0","1"
"741","0","1","0","1","1","1","1","1","1","0"
"742","1","1","1","1","0","0","0","1","1","0"
"743","0","1","1","1","0","0","0","0","0","1"
"744","1","0","1","1","0","1","1","1","1","1"
"745","0","1","0","0","0","0","1","0","0","1"
"746","0","0","0","1","0","0","0","0","1","0"
"747","0","0","1","1","1","1","1","1","1","1"
"748","1","1","0","0","0","1","1","0","0","1"
"749","1","1","0","0","0","1","1","1","1","1"
"750","1","0","0","0","0","0","0","1","0","1"
"751","1","1","0","1","0","0","0","1","0","0"
"752","1","1","0","0","0","0","1","1","0","0"
"753","0","0","0","1","0","0","0","0","0","1"
"754","1","1","1","1","1","1","0","1","1","0"
"755","1","1","0","0","0","0","1","1","1","1"
"756","0","1","1","0","0","0","0","1","1","0"
"757","0","1","0","1","0","0","0","0","0","1"
"758","1","1","0","1","1","1","1","1","1","1"
"759","0","0","0","1","0","1","1","0","0","0"
"760","1","1","1","1","1","1","1","0","0","1"
"761","1","1","1","1","1","0","0","1","1","1"
"762","0","0","1","1","1","1","1","1","1","0"
"763","0","1","1","0","0","1","1","1","1","1"
"764","0","0","1","0","1","1","1","0","0","0"
"765","1","1","1","0","1","0","1","0","0","1"
"766","0","1","1","1","1","1","1","1","0","0"
"767","0","0","1","0","0","0","0","0","0","0"
"768","1","1","1","1","1","1","1","1","1","0"
"769","0","1","1","1","0","0","0","0","0","1"
"770","0","0","0","1","0","1","0","0","1","1"
"771","1","1","0","1","1","0","1","1","1","0"
"772","1","1","0","0","1","1","1","1","1","1"
"773","1","1","0","1","0","1","0","1","1","1"
"774","1","1","1","1","1","1","1","1","1","1"
"775","1","1","0","1","1","1","1","0","0","0"
"776","1","1","0","1","1","1","1","1","1","1"
"777","0","0","0","0","0","1","1","0","1","0"
"778","1","1","1","0","0","1","0","0","1","0"
"779","0","0","0","1","1","0","0","0","0","0"
"780","1","1","1","1","0","0","0","0","0","1"
"781","0","1","1","0","1","1","1","1","1","1"
"782","1","1","0","0","0","0","0","1","1","0"
"783","1","1","0","1","1","1","0","0","1","0"
"784","0","0","0","1","1","0","0","0","0","1"
"785","1","0","0","0","0","0","0","1","0","1"
"786","1","1","0","0","1","1","0","1","1","1"
"787","1","1","1","1","0","0","0","0","0","1"
"788","0","1","1","0","1","1","1","1","0","1"
"789","1","1","0","1","1","1","1","1","0","0"
"790","1","1","1","0","0","1","1","0","1","0"
"791","0","1","0","0","1","1","1","0","1","1"
"792","1","1","1","1","1","1","1","1","1","1"
"793","1","1","1","0","0","1","1","0","1","0"
"794","0","0","0","0","1","0","0","1","1","1"
"795","1","0","1","0","0","0","0","0","0","0"
"796","0","1","1","1","1","1","1","1","0","1"
"797","0","0","1","1","1","1","1","0","0","0"
"798","1","1","1","0","0","0","0","1","0","0"
"799","1","0","1","1","0","0","0","1","0","1"
"800","0","0","0","0","0","0","1","0","0","0"
"801","1","1","1","1","1","1","1","1","1","0"
"802","0","0","1","0","1","0","0","1","1","1"
"803","0","0","1","0","1","0","0","1","1","1"
"804","1","1","0","0","0","0","0","0","0","1"
"805","1","1","1","0","0","0","0","0","1","1"
"806","0","0","1","0","1","1","1","1","1","1"
"807","1","0","0","1","1","1","1","0","0","1"
"808","0","0","1","0","1","1","1","1","1","0"
"809","0","0","0","0","0","0","0","1","1","1"
"810","1","1","0","0","1","1","1","1","1","0"
"811","1","1","1","1","1","1","1","1","1","1"
"812","1","1","1","1","1","1","1","1","1","0"
"813","0","1","1","1","1","1","1","1","1","1"
"814","0","1","0","1","1","1","1","1","0","1"
"815","1","1","0","1","1","1","1","0","1","0"
"816","1","1","1","0","0","0","0","0","0","1"
"817","0","1","1","0","0","0","0","1","0","1"
"818","1","0","1","0","0","0","1","0","0","0"
"819","0","0","1","0","1","1","1","1","1","0"
"820","0","0","1","0","0","0","0","0","1","1"
"821","1","1","1","1","1","1","1","1","1","1"
"822","0","1","1","1","1","1","1","0","1","1"
"823","1","0","1","0","1","0","0","0","0","1"
"824","0","0","0","1","1","0","0","0","0","0"
"825","1","1","1","0","0","1","1","0","1","1"
"826","1","1","0","1","1","1","0","1","0","0"
"827","1","1","1","0","0","1","1","1","0","1"
"828","1","1","0","1","1","1","1","1","0","1"
"829","1","0","1","1","1","1","1","1","1","0"
"830","0","1","0","0","1","1","1","0","1","1"
"831","1","1","1","0","1","1","1","1","1","0"
"832","1","1","1","1","0","0","0","1","0","0"
"833","1","1","1","1","0","1","0","1","1","1"
"834","1","1","1","0","1","0","1","0","1","1"
"835","1","1","0","1","0","1","1","0","0","0"
"836","0","1","1","0","1","1","1","0","0","0"
"837","1","1","1","1","1","0","0","1","0","0"
"838","0","0","0","1","0","0","0","0","0","1"
"839","1","1","1","0","1","1","1","0","0","1"
"840","0","0","1","1","1","1","1","1","1","0"
"841","1","1","0","1","1","1","1","0","1","0"
"842","1","1","0","1","0","0","0","1","1","0"
"843","1","1","1","1","0","0","0","0","1","1"
"844","1","1","1","0","0","1","0","0","1","0"
"845","0","0","1","1","1","0","0","1","0","1"
"846","1","1","1","1","1","1","1","1","1","1"
"847","0","0","1","1","0","1","1","1","0","1"
"848","1","1","1","0","0","0","0","1","1","0"
"849","0","1","0","0","1","1","1","1","1","0"
"850","1","1","1","1","1","1","1","1","1","0"
"851","0","1","0","0","1","0","0","1","0","0"
"852","1","0","0","1","0","0","1","1","0","1"
"853","0","1","1","0","1","0","0","1","0","0"
"854","1","1","1","1","1","1","1","1","1","1"
"855","1","1","0","1","1","0","0","0","0","1"
"856","1","1","0","0","0","1","1","0","0","1"
"857","1","1","0","0","0","0","0","0","0","1"
"858","0","0","1","1","1","1","1","1","1","1"
"859","1","1","0","0","0","0","0","1","1","1"
"860","1","1","1","0","0","1","1","0","1","1"
"861","0","0","0","0","0","1","1","0","0","1"
"862","0","1","1","1","1","1","1","1","1","0"
"863","0","0","1","0","1","1","0","0","0","1"
"864","0","0","1","0","0","1","1","0","1","1"
"865","1","1","0","0","1","1","1","1","0","1"
"866","1","1","0","1","1","0","0","0","0","1"
"867","0","1","1","1","1","1","1","1","1","0"
"868","1","1","1","0","0","1","0","0","0","0"
"869","1","0","0","1","0","1","0","0","0","1"
"870","1","1","1","0","1","0","0","0","0","1"
"871","0","0","1","1","0","1","1","1","1","1"
"872","1","1","0","0","1","1","1","0","1","0"
"873","1","1","0","0","0","1","0","0","1","1"
"874","1","1","0","0","1","0","0","0","0","0"
"875","1","0","1","1","1","1","1","1","1","0"
"876","1","1","1","1","1","0","0","0","0","1"
"877","0","0","0","0","1","0","0","0","0","0"
"878","0","0","1","0","0","0","0","1","1","0"
"879","1","1","1","0","0","1","0","0","0","0"
"880","1","1","0","0","0","1","1","1","1","0"
"881","0","0","1","1","0","0","0","0","1","0"
"882","1","1","0","1","0","1","1","0","1","1"
"883","0","0","1","0","0","1","1","0","0","1"
"884","1","1","0","0","0","0","0","1","1","0"
"885","1","1","1","0","0","0","0","1","0","0"
"886","1","1","1","1","1","0","0","1","1","0"
"887","1","1","0","1","1","0","0","1","0","0"
"888","1","1","1","0","1","1","1","1","1","0"
"889","1","0","1","0","1","0","0","0","0","1"
"890","1","0","1","0","1","0","0","0","1","0"
"891","0","0","1","1","1","1","1","0","0","1"
"892","1","1","0","0","1","1","1","1","1","1"
"893","0","0","0","0","0","0","0","1","1","0"
"894","1","1","0","1","0","0","0","0","0","0"
"895","0","1","1","1","1","1","1","1","1","0"
"896","1","1","1","0","0","0","0","1","0","1"
"897","0","1","0","0","1","1","1","1","1","0"
"898","0","0","0","1","1","0","0","0","1","0"
"899","1","1","1","0","1","0","0","0","0","1"
"900","1","1","0","1","1","0","0","0","0","0"
"901","1","1","1","1","1","1","1","1","1","0"
"902","0","0","1","1","1","1","1","1","1","1"
"903","0","0","1","1","0","1","1","1","1","1"
"904","0","1","1","1","1","1","1","1","0","0"
"905","1","0","1","0","0","1","0","1","1","1"
"906","1","0","0","0","0","0","0","1","1","1"
"907","1","1","1","0","0","1","1","1","1","1"
"908","1","1","0","0","0","0","0","1","1","1"
"909","0","0","1","1","1","0","0","1","0","1"
"910","1","1","1","1","1","1","1","1","0","1"
"911","1","1","1","1","1","1","1","1","1","0"
"912","0","1","1","0","0","1","1","0","1","0"
"913","1","0","1","0","0","1","1","1","1","0"
"914","1","1","1","0","0","0","0","1","1","0"
"915","1","1","0","1","1","1","1","1","1","1"
"916","0","1","0","0","0","1","1","0","1","1"
"917","1","1","1","1","1","1","1","1","1","0"
"918","1","1","1","1","1","1","1","1","1","0"
"919","1","1","1","0","0","1","1","0","1","0"
"920","1","1","0","0","0","1","1","1","1","1"
"921","0","0","1","1","0","1","1","0","0","1"
"922","1","0","1","0","1","1","1","1","1","0"
"923","1","1","0","1","0","0","1","1","1","1"
"924","1","0","1","1","1","1","1","1","1","0"
"925","0","0","0","0","1","0","0","0","0","0"
"926","1","1","1","1","0","0","1","1","1","1"
"927","0","0","0","1","1","1","1","1","1","1"
"928","0","1","1","0","0","0","0","0","1","1"
"929","0","0","1","1","1","1","1","1","1","1"
"930","0","1","1","0","0","0","0","1","0","1"
"931","0","1","0","1","1","0","0","0","1","0"
"932","1","1","1","0","0","0","1","1","1","1"
"933","1","1","1","1","0","0","0","1","1","0"
"934","0","0","1","1","1","0","0","1","1","1"
"935","0","0","1","0","1","1","1","1","0","0"
"936","1","1","1","0","0","1","1","1","0","1"
"937","1","0","0","1","0","1","1","0","0","0"
"938","1","1","0","1","1","1","1","0","1","1"
"939","0","0","0","0","0","1","1","0","1","0"
"940","1","0","1","0","1","1","1","0","0","0"
"941","1","1","1","0","1","1","1","1","0","0"
"942","1","1","0","0","0","1","0","1","0","0"
"943","1","1","1","0","1","1","1","0","0","0"
"944","1","1","0","0","0","0","0","1","1","1"
"945","1","1","0","1","0","1","1","1","0","1"
"946","0","1","1","1","1","1","1","1","1","0"
"947","1","1","0","1","0","1","0","1","0","0"
"948","1","1","0","1","0","0","0","0","0","1"
"949","0","1","0","0","1","1","1","0","0","1"
"950","0","0","0","1","1","1","1","0","0","0"
"951","0","0","1","0","0","0","0","1","1","1"
"952","1","1","1","1","1","1","1","1","0","0"
"953","1","1","0","0","0","0","0","0","1","1"
"954","1","0","1","1","0","0","0","0","0","1"
"955","1","1","1","0","0","1","0","0","1","1"
"956","0","0","1","1","1","0","0","0","0","1"
"957","0","0","1","0","0","1","1","1","1","0"
"958","1","1","1","0","0","1","1","0","0","1"
"959","1","1","1","1","0","1","1","0","0","0"
"960","0","0","1","0","0","1","1","0","0","0"
"961","0","0","1","0","1","0","0","0","1","0"
"962","1","1","1","1","1","1","1","1","1","1"
"963","1","1","1","1","1","1","1","1","1","0"
"964","1","1","1","0","1","1","1","0","0","1"
"965","1","0","0","0","1","0","0","0","1","0"
"966","0","0","0","1","1","1","1","1","1","0"
"967","1","1","0","0","1","0","0","0","0","1"
"968","1","1","1","0","1","1","1","1","0","1"
"969","0","0","0","0","1","1","1","1","0","0"
"970","1","1","0","1","1","1","1","1","1","1"
"971","1","0","1","1","1","1","1","1","1","0"
"972","0","0","1","1","1","1","1","1","1","0"
"973","1","1","1","0","1","1","1","0","1","1"
"974","1","1","0","1","1","1","1","1","0","0"
"975","0","1","0","1","1","0","0","0","0","1"
"976","0","0","0","1","1","1","1","0","1","0"
"977","0","0","0","1","1","1","1","1","1","1"
"978","0","0","1","0","1","1","1","1","1","0"
"979","1","1","0","0","0","0","0","0","0","0"
"980","1","0","1","0","1","0","0","0","1","0"
"981","1","0","0","1","1","1","1","1","0","1"
"982","1","1","0","0","1","1","1","1","1","0"
"983","0","0","0","0","1","0","0","1","1","0"
"984","1","1","0","1","1","1","1","1","1","0"
"985","1","0","1","0","1","1","1","0","0","0"
"986","1","0","1","0","0","1","1","1","1","1"
"987","0","0","0","0","1","1","1","1","0","1"
"988","1","0","1","1","1","1","1","1","0","1"
"989","0","1","1","1","1","1","1","1","1","1"
"990","1","0","1","1","1","0","0","1","0","1"
"991","1","1","1","1","0","1","1","0","0","1"
"992","0","1","0","1","1","0","1","1","0","1"
"993","1","1","1","1","1","1","1","1","1","1"
"994","0","0","1","1","0","0","0","0","1","0"
"995","1","1","1","1","0","1","1","0","0","1"
"996","1","1","1","1","1","0","1","0","0","1"
"997","0","1","1","0","0","0","0","0","0","1"
"998","0","1","0","0","1","0","0","1","1","1"
"999","0","1","1","1","1","1","1","1","1","0"
"1000","0","0","0","1","0","0","0","1","1","1"
